orderKey
472.0
""
""
472.0
472.0
""
5958860.0
1079.0
472.0
472.0
""
472.0
472.0
""
472.0
1079.0
5958860.0
""
5958860.0
472.0
5958860.0
1079.0
472.0
""
1079.0
472.0
5958860.0
472.0
472.0
472.0
1079.0
1079.0
472.0
""
472.0
""
472.0
472.0
5958860.0
5958860.0
472.0
""
1079.0
1079.0
472.0
1079.0
472.0
472.0
472.0
472.0
5958860.0
5958860.0
5958860.0
472.0
472.0
472.0
1079.0
""
472.0
5958860.0
472.0
472.0
5958860.0
472.0
1079.0
""
1079.0
472.0
1079.0
1079.0
472.0
1079.0
5958860.0
5958860.0
1079.0
5958860.0
5958860.0
""
5958860.0
5958860.0
472.0
472.0
472.0
472.0
472.0
472.0
1079.0
5958860.0
5958860.0
""
5958860.0
5958860.0
472.0
1079.0
5958860.0
472.0
1079.0
1079.0
472.0
472.0
472.0
472.0
472.0
472.0
5958860.0
""
""
5958860.0
5958860.0
1079.0
472.0
""
1079.0
1080.0
5958860.0
""
1080.0
""
472.0
472.0
472.0
472.0
472.0
472.0
472.0
1079.0
472.0
""
1079.0
472.0
5958860.0
472.0
472.0
472.0
472.0
""
1079.0
5958860.0
""
472.0
472.0
472.0
472.0
472.0
""
472.0
5958860.0
472.0
472.0
472.0
5958860.0
1079.0
472.0
472.0
472.0
""
5958860.0
1079.0
""
472.0
472.0
5958860.0
472.0
472.0
472.0
5958860.0
1079.0
472.0
1079.0
5958860.0
1079.0
472.0
472.0
""
5958860.0
1079.0
472.0
472.0
""
""
5958860.0
472.0
5958860.0
5958860.0
1079.0
472.0
1079.0
""
1079.0
472.0
472.0
472.0
472.0
472.0
5958860.0
472.0
472.0
1080.0
1079.0
1079.0
5958860.0
5958860.0
472.0
5958860.0
1079.0
5958860.0
1079.0
472.0
5958860.0
5958860.0
1079.0
472.0
1079.0
1079.0
472.0
472.0
472.0
5958860.0
472.0
5958860.0
5958860.0
472.0
472.0
""
1079.0
5958860.0
5958860.0
472.0
""
5958860.0
5958860.0
5958860.0
5958860.0
1079.0
""
472.0
5958860.0
""
472.0
1079.0
472.0
472.0
472.0
1079.0
472.0
472.0
""
472.0
5958860.0
472.0
""
472.0
5958860.0
5958860.0
472.0
5958860.0
""
""
472.0
472.0
472.0
1079.0
1079.0
5958860.0
1079.0
""
472.0
1079.0
472.0
5958860.0
5958860.0
""
5958860.0
472.0
472.0
1079.0
472.0
""
1079.0
472.0
472.0
472.0
1079.0
472.0
472.0
5958860.0
1079.0
5958860.0
1079.0
472.0
472.0
1079.0
472.0
5958860.0
1079.0
1079.0
472.0
""
""
472.0
