decimalLatitude
1440694.0
-4587222.0
-4899722.0
1440694.0
1440694.0

-2853972.0

1440694.0
1440694.0
37817.0
1440694.0
1440694.0
-4587222.0
1440694.0

-4558333.0
-4587222.0
-2853972.0
1440694.0
-4587222.0

1440694.0


1440694.0
-242375.0
1440694.0
1440694.0
1440694.0


1440694.0
3938833.0
1440694.0
-4558333.0
1440694.0
1440694.0
-4587222.0
-2394167.0
1440694.0
-4587222.0


1440694.0

1440694.0
1440694.0
1440694.0
1440694.0
-4587222.0
-4820833.0
-4890833.0
-4587222.0
1440694.0
1440694.0


1440694.0
-48625.0
1440694.0
1440694.0
-2853972.0
1440694.0



1440694.0

3135833.0
1440694.0

-242375.0
-2853972.0

-4904167.0
-40428.0
-4891111.0
-4821667.0
-4891111.0
1440694.0
1440694.0
1440694.0
1440694.0
1440694.0
1440694.0

-4899722.0
-4821111.0

-4904167.0
-40428.0
1440694.0

-4904167.0
1440694.0


1440694.0
1440694.0
1440694.0
1440694.0
1440694.0
1440694.0
-4818611.0


-4904167.0
-4891111.0

1440694.0



-2394167.0
-4899722.0


-4038889.0
1440694.0
1440694.0
1440694.0
1440694.0
1440694.0
1440694.0

1440694.0

37817.0
1440694.0
-4861944.0
1440694.0
1440694.0
1440694.0
1440694.0


-2853972.0

1440694.0
1440694.0
1440694.0
1440694.0
1440694.0
-4891111.0

-40428.0
1440694.0
1440694.0
1440694.0
-40428.0

1440694.0
-4587222.0
-4587222.0

-4827778.0


1440694.0
-4038889.0
-4821667.0
1440694.0
1440694.0
1440694.0
-3686322.0

1440694.0

-4891111.0

1440694.0
1440694.0
1286333.0
-4587222.0

1440694.0
1440694.0

-4899722.0
-4891111.0
1440694.0
-4891111.0
-4587222.0

1440694.0



1440694.0
1440694.0
1440694.0
1440694.0
1440694.0
-4587222.0
1440694.0
1440694.0



-4904167.0
-40428.0
1440694.0
-4899722.0

-40428.0

