decimalLatitude
1440694.0
-4891111.0
-3686322.0

1440694.0


1440694.0
1440694.0
1440694.0
-40428.0
1440694.0
-40428.0
-4887222.0
-4587222.0
1440694.0


-40428.0
-4587222.0
1440694.0

-40428.0
-4887222.0
-40428.0
-3686322.0


-4038889.0
-40428.0

1440694.0

1440694.0
1440694.0
1440694.0

1440694.0
1440694.0

1440694.0
-4587222.0
1440694.0

1440694.0
-4904167.0
-4891111.0
1440694.0
-4587222.0


1440694.0
1440694.0
1440694.0


-4587222.0

-4899722.0
1440694.0

1440694.0
-4587222.0
-3686322.0

-4587222.0
1440694.0
1440694.0

1440694.0
-4891111.0

1440694.0
1440694.0
1440694.0

1440694.0
1440694.0
-4891111.0

-2394167.0

1440694.0
1440694.0

1440694.0
-2650528.0


-4038889.0
-4899722.0

1440694.0
1440694.0
3788933.0
1440694.0
-4899722.0
-4587222.0
1440694.0
1440694.0
1440694.0

1440694.0
-40428.0
12766.0
1440694.0
-4038889.0

-4587222.0
-242375.0
-4587222.0


-3686322.0
-4891111.0
1440694.0
-4899722.0
-2650528.0
1440694.0
-2650528.0
-40428.0
1440694.0
1440694.0
-4038889.0
-40428.0
-2650528.0
-4844456.0
-3758347.0
-5072692.0
-5299603.0

-3360847.0
-5337433.0
-2852308.0
-3031311.0
-3260328.0
-7932194.0
-3106706.0
-3260328.0
-3397125.0
-5200178.0
-26816.0
-2933386.0

-5034233.0
-3106706.0
-5299603.0
-5337433.0
-3521753.0
-5072692.0
-4844456.0
-3478192.0
-3031311.0
-4712928.0
-3354336.0
-3397125.0
-2734381.0
-1440694.0
-5337433.0
-2775358.0
-2852308.0
-5034233.0
-3770853.0
-4945464.0
-5327128.0
-3758347.0
-1440694.0
-5299603.0
-7978139.0
-2704986.0
-2734381.0
-1440694.0
-5128361.0
-3478192.0
-5255681.0
-5128361.0
-3275222.0
-1440694.0
-2704986.0
-1440694.0
-3507675.0
-5200178.0
-3758347.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-3360847.0
-4712928.0
-3335619.0
-5128361.0
-1440694.0
-4844456.0
-1440694.0
-2983392.0
-3335619.0
-4896958.0
-1440694.0
-2734381.0
-1440694.0
-5128361.0
-1440694.0
-1440694.0
-1440694.0
-5173983.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-2775358.0
-5255681.0
-3553858.0
-5337433.0
-1440694.0
-4896958.0
-1440694.0
-1440694.0
-1440694.0
-5337433.0
-1440694.0
-3106706.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-3649508.0
-5327128.0
-1440694.0
-1440694.0
-26816.0
-1440694.0
-5327128.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-5351544.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0

-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0
-1440694.0

-1440694.0
-1440694.0
-1440694.0


-1440694.0

-1440694.0




-4755556.0



-2851111.0




-2425861.0
-4755556.0
-242375.0

-3766944.0

-242375.0
-2853972.0
-2818139.0




-242375.0



-2425861.0
-3683261.0
-40428.0
-3686322.0
-3686322.0
-3686322.0
-3690242.0

-3680575.0
-3686322.0
-3686586.0
-2853972.0
-2032944.0
-3690242.0
-3683261.0
-3680575.0

-3690886.0
-2367028.0
-3690242.0
-2417556.0
-3687875.0
-3687875.0
-3688981.0
-3690242.0
-3690242.0
-1181039.0
-2351564.0
-3686322.0
-3688981.0
-3690886.0
-3686322.0
-3690242.0
-2018294.0
-1571358.0
-1803333.0
-3686322.0
-3688981.0
-2298611.0
-21158.0
-21056.0
-2298611.0
-2853972.0
-3686322.0
-1803333.0
-3686322.0
-3690242.0
-3686586.0
-3687875.0
-3687875.0
-2298611.0
-1186219.0
-1587758.0
-2980208.0
-1567308.0
-3688981.0
-15956.0
-3681919.0
-1571358.0
-1571358.0
-1567308.0
-1863469.0
-1571358.0
-1587758.0
-3921508.0
-1587758.0
-3686322.0
-2793986.0
-1571358.0
-1861019.0
-2169728.0
-1567308.0
-1571358.0
-1571358.0
-4844969.0
-2793986.0
-1587758.0
-2169731.0
-2195658.0
-15956.0
-2186789.0
-2186789.0
-21056.0
-2803678.0
-1186219.0
-1181039.0
-1181039.0
-15956.0
-1181039.0
-2169731.0
-21782.0
-15956.0
-1864308.0
-1587758.0
-4844969.0
-1186219.0
-2186789.0
-4854758.0
-2983078.0
-21782.0
-2793986.0
-3685539.0

-3921508.0
-3705833.0
-5849722.0
-1863469.0
-3705833.0
-2118108.0
-4806111.0
-2118108.0
-3705833.0
-1856708.0
-2980208.0
-21056.0
-5849722.0
-3705833.0
-3705833.0
-5849722.0
-1587758.0
-4806111.0
-5849722.0
-2186789.0
-4806111.0
-1861019.0
-3705833.0
-586119.0
-3681919.0
-3705833.0
-586119.0
-4806111.0
-5849722.0
-586119.0
-586119.0

-3705833.0
-4806111.0
-586119.0
-586119.0
-21158.0
-4806111.0
-4806111.0
-3705833.0
-1861019.0
-3705833.0
-3705833.0
-586119.0
-4806111.0
-3705833.0
-5849722.0
-4806111.0
-1736933.0
-586119.0
-5849722.0
-586119.0
-586119.0
-586119.0
-586119.0
-3705833.0
-586119.0
-586119.0
-586119.0
-1736933.0
-586119.0
-586119.0
-1736933.0
-1450889.0
-1736933.0
-586119.0
-586119.0
-586119.0
-1736933.0
-586119.0
-586119.0
-586119.0
-586119.0
-586119.0
-1736933.0
-1736933.0
-1736933.0
-586119.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1736933.0
-1960217.0
-1736933.0
-1736933.0
-1960217.0
-1960217.0
-1960217.0
-1736933.0
-1736933.0
-1960217.0
-1960217.0
-1960217.0
-1736933.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1736933.0
-1736933.0
-1736933.0
-1960217.0
-1960217.0
-1736933.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-5849722.0
-1960217.0
-1960217.0
-1960217.0
-3705833.0
-1960217.0
-4806111.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-5849722.0
-5849722.0
-3705833.0
-4806111.0
-1960217.0
-5849722.0
-5849722.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-1960217.0
-5849722.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-3705833.0
-4806111.0
-5849722.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
-4806111.0
