familyKey
3567.0
""
""
3567.0
3567.0
5752.0
9272891.0
6972.0
3567.0
3567.0
""
3567.0
3567.0
""
3567.0
6972.0
9272891.0
""
9272891.0
3567.0
4288888.0
7077.0
3567.0
5752.0
6972.0
3567.0
9272891.0
3567.0
3567.0
3567.0
7077.0
6972.0
3567.0
""
3567.0
""
3567.0
3567.0
9272891.0
9272891.0
3567.0
""
2316797.0
6972.0
3567.0
2316797.0
3567.0
3567.0
3567.0
3567.0
4288888.0
9272891.0
9272891.0
3567.0
3567.0
3567.0
7077.0
5752.0
3567.0
9272891.0
3567.0
3567.0
9272891.0
3567.0
7077.0
5752.0
7077.0
3567.0
7077.0
3579.0
3567.0
2316797.0
9272891.0
9272891.0
7077.0
9272891.0
3267579.0
""
9272891.0
9272891.0
3567.0
3567.0
3567.0
3567.0
3567.0
3567.0
7077.0
9272891.0
9272891.0
5752.0
3267579.0
3267579.0
3567.0
6972.0
9272891.0
3567.0
6972.0
7077.0
3567.0
3567.0
3567.0
3567.0
3567.0
3567.0
9272891.0
5752.0
5752.0
3267579.0
9272891.0
6972.0
3567.0
5752.0
6972.0
7085.0
9272891.0
""
7085.0
5752.0
3567.0
3567.0
3567.0
3567.0
3567.0
3567.0
3567.0
6972.0
3567.0
5752.0
3579.0
3567.0
9272891.0
3567.0
3567.0
3567.0
3567.0
5752.0
2316797.0
9272891.0
5752.0
3567.0
3567.0
3567.0
3567.0
3567.0
""
3567.0
9272891.0
3567.0
3567.0
3567.0
3267579.0
7077.0
3567.0
3567.0
3567.0
5752.0
3267579.0
7077.0
5752.0
3567.0
3567.0
9272891.0
3567.0
3567.0
3567.0
9272891.0
6972.0
3567.0
6972.0
9272891.0
7077.0
3567.0
3567.0
""
4288888.0
7077.0
3567.0
3567.0
""
""
9272891.0
3567.0
9272891.0
4288888.0
6972.0
3567.0
7077.0
""
2316797.0
3567.0
3567.0
3567.0
3567.0
3567.0
9272891.0
3567.0
3567.0
7085.0
6972.0
7077.0
9272891.0
3267579.0
3567.0
9272891.0
7077.0
9272891.0
6972.0
3567.0
9272891.0
9272891.0
7077.0
3567.0
2316797.0
7077.0
3567.0
3567.0
3567.0
3267579.0
3567.0
3267579.0
9272891.0
3567.0
3567.0
5752.0
7077.0
3267579.0
9272891.0
3567.0
5752.0
3267579.0
9272891.0
9272891.0
9272891.0
2316797.0
5752.0
3567.0
3267579.0
5752.0
3567.0
2316797.0
3567.0
3567.0
3567.0
2316797.0
3567.0
3567.0
5752.0
