year
2017.0
2018.0
2019.0
2017.0
2017.0
2008.0
2017.0
2008.0
2017.0
2017.0
2016.0
2017.0
2017.0
2018.0
2017.0
2008.0
2019.0
2018.0
2017.0
2017.0
2018.0
2008.0
2017.0
2008.0
2008.0
2017.0
2017.0
2017.0
2017.0
2017.0
2008.0
2008.0
2017.0
2015.0
2017.0
2019.0
2017.0
2017.0
2017.0
2011.0
2017.0
2018.0
2005.0
2008.0
2017.0
2005.0
2017.0
2017.0
2017.0
2017.0
2018.0
2019.0
2019.0
2018.0
2017.0
2017.0
2008.0
2008.0
2017.0
2019.0
2017.0
2017.0
2017.0
2017.0
2008.0
2009.0
2008.0
2017.0
2008.0
2016.0
2017.0
2005.0
2017.0
2017.0
2008.0
2019.0
2017.0
2019.0
2019.0
2019.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2008.0
2019.0
2019.0
2008.0
2019.0
2017.0
2017.0
2008.0
2019.0
2017.0
2008.0
2008.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2019.0
2008.0
2008.0
2019.0
2019.0
2008.0
2017.0
2008.0
2008.0
2018.0
2011.0
2019.0
2012.0
2008.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2008.0
2017.0
2009.0
2016.0
2017.0
2019.0
2017.0
2017.0
2017.0
2017.0
2008.0
2005.0
2017.0
2008.0
2017.0
2017.0
2017.0
2017.0
2017.0
2019.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2008.0
2017.0
2018.0
2018.0
2008.0
2019.0
2008.0
2008.0
2017.0
2017.0
2019.0
2017.0
2017.0
2017.0
2017.0
2008.0
2017.0
2008.0
2019.0
2008.0
2017.0
2017.0
2017.0
2018.0
2008.0
2017.0
2017.0
2018.0
2019.0
2019.0
2017.0
2019.0
2018.0
2008.0
2017.0
2008.0

2003.0
2017.0
2017.0
2017.0
2017.0
2017.0
2018.0
2017.0
2017.0
2012.0
2008.0
2008.0
2019.0
2017.0
2017.0
2019.0
2008.0
2017.0
2008.0
2017.0
2019.0
2017.0
2008.0
2017.0
2003.0
2008.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2019.0
2018.0
2017.0
2008.0
2008.0
2017.0
2018.0
2017.0
2008.0
2017.0
2019.0
2017.0
2017.0
2005.0
2007.0
2017.0
2017.0
2008.0
2017.0
2008.0
2017.0
2017.0
2017.0
2005.0
2017.0
2017.0
2008.0
2017.0
2017.0
2017.0
2008.0
2017.0
2019.0
2019.0
2017.0
2018.0
2008.0
2008.0
2017.0
2017.0
2017.0
2008.0
2008.0
2017.0
2008.0
2019.0
2017.0
2008.0
2017.0
2017.0
2017.0
2009.0
2018.0
2017.0
2017.0
2008.0
2017.0
2019.0
2008.0
2017.0
2017.0
2017.0
2008.0
2017.0
2017.0
2019.0
2008.0
2011.0
2008.0
2017.0
2017.0
2008.0
2017.0
2017.0
2008.0
2008.0
2017.0
2019.0
2009.0
2017.0
2017.0
2016.0
2017.0
2019.0
2018.0
2017.0
2017.0
2017.0
2008.0
2017.0
2017.0
2017.0
2017.0
2017.0
2008.0
2018.0
2017.0
2018.0
2008.0
2008.0
2017.0
2019.0
2017.0
2019.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2018.0
2018.0
2018.0
2018.0
1956.0
2018.0
2018.0
2018.0
2018.0
2018.0

2017.0
2017.0
2018.0
2018.0
2018.0
2017.0
2000.0
2018.0
2018.0
2018.0
2018.0
2018.0
2017.0
2018.0
2018.0
2017.0
2017.0
2017.0
2017.0
2018.0
2018.0
2018.0
2017.0
2017.0
2017.0
2017.0
2017.0
2018.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2018.0
2018.0
2017.0
2018.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2017.0
2018.0
2018.0
2017.0
2017.0
2017.0
2018.0
2018.0
2017.0
2017.0
2018.0
2017.0
2017.0
2017.0
2017.0
2018.0
2018.0
2018.0
2017.0
2018.0
2018.0
2017.0
2018.0
2018.0
2017.0
2017.0
2018.0
2018.0
2017.0
2017.0
2017.0
2017.0
2018.0
2018.0
2018.0
2018.0
2017.0
2018.0
2018.0
2017.0
2017.0
2017.0
2018.0
2018.0
2017.0
2017.0
2018.0
2018.0
2017.0
2018.0
2017.0
2018.0
2017.0
