level0Gid
""
BRA
BRA
""
""
""
BRA
""
""
""
""
""
""
BRA
""
""
BRA
BRA
BRA
""
BRA
""
""
""
""
""
BRA
""
""
""
""
""
""
""
""
BRA
""
""
BRA
BRA
""
BRA
""
""
""
""
""
""
""
""
BRA
BRA
BRA
BRA
""
""
""
""
""
BRA
""
""
BRA
""
""
""
""
""
""
""
""
""
BRA
BRA
""
BRA
BRA
BRA
BRA
BRA
""
""
""
""
""
""
""
BRA
BRA
""
BRA
BRA
""
""
BRA
""
""
""
""
""
""
""
""
""
BRA
""
""
BRA
BRA
""
""
""
""
""
BRA
BRA
""
""
BRA
""
""
""
""
""
""
""
""
""
""
""
BRA
""
""
""
""
""
""
BRA
""
""
""
""
""
""
BRA
""
BRA
""
""
""
BRA
""
""
BRA
BRA
""
BRA
""
""
""
BRA
BRA
""
""
""
BRA
""
""
""
BRA
""
""
""
""
BRA
""
""
""
""
BRA
BRA
""
BRA
BRA
""
""
""
""
""
""
""
""
""
""
BRA
""
""
""
""
""
BRA
BRA
""
BRA
""
BRA
""
""
BRA
BRA
""
""
""
""
""
""
""
BRA
""
BRA
BRA
BRA
""
""
""
BRA
BRA
""
""
BRA
BRA
BRA
BRA
""
""
BRA
BRA
""
""
""
""
""
""
""
""
""
""
""
BRA
""
""
""
BRA
BRA
""
BRA
""
""
""
""
""
""
""
BRA
""
BRA
""
""
""
BRA
BRA
""
BRA
""
""
""
""
BRA
""
""
""
""
""
""
""
BRA
""
BRA
""
""
""
""
""
BRA
""
""
BRA
BRA
""
""
""
""
""
BRA
BRA
""
""
""
""
""
BRA
""
""
BRA
""
BRA
BRA
BRA
""
""
BRA
BRA
""
BRA
BRA
""
BRA
BRA
""
""
BRA
BRA
BRA
BRA
BRA
BRA
BRA
""
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
""
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
""
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
""
BRA
BRA
BRA
""
""
BRA
""
BRA
""
""
""
""
BRA
""
""
""
BRA
""
""
""
""
BRA
BRA
BRA
""
BRA
""
BRA
BRA
BRA
""
""
""
""
BRA
""
""
""
BRA
BRA
BRA
BRA
BRA
BRA
BRA
""
BRA
BRA
BRA
BRA
""
BRA
BRA
BRA
""
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
""
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
""
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
""
BRA
BRA
""
BRA
BRA
""
""
""
BRA
BRA
""
""
BRA
BRA
BRA
BRA
BRA
BRA
BRA
""
BRA
BRA
BRA
BRA
BRA
""
BRA
""
""
""
""
BRA
""
""
""
BRA
""
""
BRA
BRA
BRA
""
""
""
BRA
""
""
""
""
""
BRA
BRA
BRA
""
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
BRA
