decimalLongitude
-4841125.0
-44208611.0
-43470833.0
-4841125.0
-4841125.0

-44153167.0

-4841125.0
-4841125.0
-49840417.0
-4841125.0
-4841125.0
-44208611.0
-4841125.0

-43470833.0
-44208611.0
-44153167.0
-4841125.0
-44208611.0

-4841125.0


-4841125.0
-44425444.0
-4841125.0
-4841125.0
-4841125.0


-4841125.0
-50653333.0
-4841125.0
-43470833.0
-4841125.0
-4841125.0
-44208611.0
-48164444.0
-4841125.0
-44208611.0


-4841125.0

-4841125.0
-4841125.0
-4841125.0
-4841125.0
-44208611.0
-43342222.0
-43420278.0
-44208611.0
-4841125.0
-4841125.0


-4841125.0
-43363889.0
-4841125.0
-4841125.0
-44153167.0
-4841125.0



-4841125.0

-48449.0
-4841125.0

-44425444.0
-44153167.0

-43472222.0
-46906058.0
-43425833.0
-43342222.0
-43425833.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0

-43470833.0
-43340833.0

-43472222.0
-46906058.0
-4841125.0

-43472222.0
-4841125.0


-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-43343056.0


-43472222.0
-43425833.0

-4841125.0



-48164444.0
-43470833.0


-46932778.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0

-4841125.0

-49840417.0
-4841125.0
-43363333.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0


-44153167.0

-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-43425833.0

-46906058.0
-4841125.0
-4841125.0
-4841125.0
-46906058.0

-4841125.0
-44208611.0
-44208611.0

-433425.0


-4841125.0
-46932778.0
-43342222.0
-4841125.0
-4841125.0
-4841125.0
-46765706.0

-4841125.0

-43425833.0

-4841125.0
-4841125.0
-47858333.0
-44208611.0

-4841125.0
-4841125.0

-43470833.0
-43425833.0
-4841125.0
-43425833.0
-44208611.0

-4841125.0



-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-44208611.0
-4841125.0
-4841125.0



-43472222.0
-46906058.0
-4841125.0
-43470833.0

-46906058.0

-4841125.0
-43425556.0
-46765706.0

-4841125.0


-4841125.0
-4841125.0
-4841125.0
-46906058.0
-4841125.0
-46906058.0
-43425278.0
-44208611.0
-4841125.0


-46906058.0
-44208611.0
-4841125.0

-46906058.0
-43425278.0
-46906058.0
-46765706.0


-46932778.0
-46906058.0

-4841125.0

-4841125.0
-4841125.0
-4841125.0

-4841125.0
-4841125.0

-4841125.0
-44208611.0
-4841125.0

-4841125.0
-43472222.0
-43425833.0
-4841125.0
-44208611.0


-4841125.0
-4841125.0
-4841125.0


-44208611.0

-43470833.0
-4841125.0

-4841125.0
-44208611.0
-46765706.0

-44208611.0
-4841125.0
-4841125.0

-4841125.0
-43425833.0

-4841125.0
-4841125.0
-4841125.0

-4841125.0
-4841125.0
-43425833.0

-48164444.0

-4841125.0
-4841125.0

-4841125.0
-44147056.0


-46932778.0
-43470833.0

-4841125.0
-4841125.0
-49731833.0
-4841125.0
-43470833.0
-44208611.0
-4841125.0
-4841125.0
-4841125.0

-4841125.0
-46906058.0
-47875.0
-4841125.0
-46932778.0

-44208611.0
-44425444.0
-44208611.0


-46765706.0
-43425833.0
-4841125.0
-43470833.0
-44147056.0
-4841125.0
-44147056.0
-46906058.0
-4841125.0
-4841125.0
-46932778.0
-46906058.0
-44147056.0
-49404489.0
-4966135.0
-49321008.0
-49236994.0

-49634375.0
-49206506.0
-49682344.0
-49647814.0
-49650494.0
-49330528.0
-49658372.0
-49650494.0
-49606553.0
-49299075.0
-49673692.0
-49657156.0

-49333678.0
-49658372.0
-49236994.0
-49206506.0
-49599589.0
-49321008.0
-49404489.0
-49603642.0
-49647814.0
-49432431.0
-49641586.0
-49606553.0
-49683808.0
-4841125.0
-49206506.0
-49681561.0
-49682344.0
-49333678.0
-49657769.0
-49347533.0
-49117889.0
-4966135.0
-4841125.0
-49236994.0
-49510889.0
-49666111.0
-49683808.0
-4841125.0
-49317953.0
-49603642.0
-49262533.0
-49317953.0
-49648986.0
-4841125.0
-49666111.0
-4841125.0
-49594894.0
-49299075.0
-4966135.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-49634375.0
-49432431.0
-49648042.0
-49317953.0
-4841125.0
-49404489.0
-4841125.0
-49649481.0
-49648042.0
-49409244.0
-4841125.0
-49683808.0
-4841125.0
-49317953.0
-4841125.0
-4841125.0
-4841125.0
-49314589.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-49681561.0
-49262533.0
-49610331.0
-49206506.0
-4841125.0
-49409244.0
-4841125.0
-4841125.0
-4841125.0
-49206506.0
-4841125.0
-49658372.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-49661075.0
-49117889.0
-4841125.0
-4841125.0
-49673692.0
-4841125.0
-49117889.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-491535.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0

-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0
-4841125.0

-4841125.0
-4841125.0
-4841125.0


-4841125.0

-4841125.0




-49188333.0



-44147778.0




-44422417.0
-49188333.0
-44425444.0

-49667222.0

-44425444.0
-44153167.0
-44138972.0




-44425444.0



-44422417.0
-46767078.0
-46906058.0
-46765706.0
-46765706.0
-46765706.0
-467536.0

-46770264.0
-46765706.0
-46759697.0
-44153167.0
-44454583.0
-467536.0
-46767078.0
-46770264.0

-46751919.0
-44444528.0
-467536.0
-44422278.0
-4675965.0
-4675965.0
-46766989.0
-467536.0
-467536.0
-47370589.0
-44450292.0
-46765706.0
-46766989.0
-46751919.0
-46765706.0
-467536.0
-44450458.0
-46271828.0
-507175.0
-46765706.0
-46766989.0
-48773333.0
-44846669.0
-44841489.0
-48773333.0
-44153167.0
-46765706.0
-507175.0
-46765706.0
-467536.0
-46759697.0
-4675965.0
-4675965.0
-48773333.0
-473676.0
-46277889.0
-47407939.0
-46279828.0
-46766989.0
-46282258.0
-467709.0
-46271828.0
-46271828.0
-46279828.0
-45760839.0
-46271828.0
-46277889.0
-467629.0
-46277889.0
-46765706.0
-48545394.0
-46271828.0
-45747219.0
-48796608.0
-46279828.0
-46271828.0
-46271828.0
-49237869.0
-48545397.0
-46277889.0
-48796608.0
-48794108.0
-46282258.0
-4879365.0
-4879365.0
-44841489.0
-48528169.0
-473676.0
-47370589.0
-47370589.0
-46282258.0
-47370589.0
-48796608.0
-4879365.0
-46282258.0
-45738878.0
-46277889.0
-49237869.0
-473676.0
-4879365.0
-4923445.0
-47425558.0
-4879365.0
-48545397.0
-46762789.0

-467629.0
-51035.0
-49865556.0
-45760839.0
-51035.0
-44825508.0
-49317778.0
-44825508.0
-51035.0
-45755469.0
-47407939.0
-44841489.0
-49865556.0
-51035.0
-51035.0
-49865556.0
-46277889.0
-49317778.0
-49865556.0
-4879365.0
-49317778.0
-45747219.0
-51035.0
-47846192.0
-467709.0
-51035.0
-47846192.0
-49317778.0
-49865556.0
-47846192.0
-47846192.0

-51035.0
-49317778.0
-47846192.0
-47846192.0
-44846669.0
-49317778.0
-49317778.0
-51035.0
-45747219.0
-51035.0
-51035.0
-47846192.0
-49317778.0
-51035.0
-49865556.0
-49317778.0
-51454931.0
-47846192.0
-49865556.0
-47846192.0
-47846192.0
-47846192.0
-47846192.0
-51035.0
-47846192.0
-47846192.0
-47846192.0
-51454931.0
-47846192.0
-47846192.0
-51454931.0
-48443944.0
-51454931.0
-47846192.0
-47846192.0
-47846192.0
-51454931.0
-47846192.0
-47846192.0
-47846192.0
-47846192.0
-47846192.0
-51454931.0
-51454931.0
-51454931.0
-47846192.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51454931.0
-51618897.0
-51454931.0
-51454931.0
-51618897.0
-51618897.0
-51618897.0
-51454931.0
-51454931.0
-51618897.0
-51618897.0
-51618897.0
-51454931.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51454931.0
-51454931.0
-51454931.0
-51618897.0
-51618897.0
-51454931.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-49865556.0
-51618897.0
-51618897.0
-51618897.0
-51035.0
-51618897.0
-49317778.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-49865556.0
-49865556.0
-51035.0
-49317778.0
-51618897.0
-49865556.0
-49865556.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-51618897.0
-49865556.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-51035.0
-49317778.0
-49865556.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
-49317778.0
