occurrenceStatus
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
PRESENT
