gbifID;accessRights;license;rightsHolder;institutionCode;collectionCode;basisOfRecord;occurrenceID;catalogNumber;recordedBy;occurrenceStatus;preparations;eventDate;year;month;day;eventRemarks;higherGeography;continent;countryCode;stateProvince;county;locality;decimalLatitude;decimalLongitude;typeStatus;scientificName;kingdom;phylum;class;order;family;genus;genericName;specificEpithet;infraspecificEpithet;taxonRank;taxonomicStatus;datasetKey;publishingCountry;lastInterpreted;issue;hasCoordinate;hasGeospatialIssues;taxonKey;acceptedTaxonKey;kingdomKey;phylumKey;classKey;orderKey;familyKey;genusKey;speciesKey;species;acceptedScientificName;verbatimScientificName;protocol;lastParsed;lastCrawled;repatriated;level0Gid;level0Name;level1Gid;level1Name;level2Gid;level2Name;iucnRedListCategory
2365686427;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001101;MPEG.ANL 001101;"Beckman, Ruana; Pena, José; Souza, Raíssa";PRESENT;Etanol - 3;42977;2017;8;30;NULL;Pará, Belém;NULL;BR;Pará;Belém;Mocambo;1440694;-4841125;NULL;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;NULL;NULL;GENUS;DOUBTFUL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;PRESUMED_NEGATED_LONGITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;VERDADEIRO;2308740;2308740;1;42;255;472;3567;2308740;NULL;NULL;Pontoscolex;Pontoscolex Corethrurus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686418;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001596;MPEG.ANL 001596;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";PRESENT;Etanol - 1;43327;2018;8;15;NULL;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4587222;-44208611;NULL;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;NULL;NULL;Liodrilus;Liodrilus;mendesi;NULL;SPECIES;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;FALSO;9512479;9512479;1;42;255;NULL;NULL;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;EML;45176,26326;44933,35076;FALSO;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
2365686416;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001635;MPEG.ANL 001635;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";PRESENT;Etanol - 1;43508;2019;2;12;NULL;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4899722;-43470833;NULL;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;NULL;NULL;Liodrilus;Liodrilus;mendesi;NULL;SPECIES;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;FALSO;9512479;9512479;1;42;255;NULL;NULL;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;EML;45176,26326;44933,35076;FALSO;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.52_2;Caxias;NE
2365686414;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001031;MPEG.ANL 001031;"Beckman, Ruana; Pena, José; Souza, Raíssa";PRESENT;Etanol - 1;42977;2017;8;30;NULL;Pará, Belém;NULL;BR;Pará;Belém;Mocambo;1440694;-4841125;NULL;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;NULL;NULL;GENUS;DOUBTFUL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;PRESUMED_NEGATED_LONGITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;VERDADEIRO;2308740;2308740;1;42;255;472;3567;2308740;NULL;NULL;Pontoscolex;Pontoscolex Corethrurus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686412;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001036;MPEG.ANL 001036;"Beckman, Ruana; Pena, José; Souza, Raíssa";PRESENT;Etanol - 17;42977;2017;8;30;NULL;Pará, Belém;NULL;BR;Pará;Belém;Mocambo;1440694;-4841125;NULL;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;NULL;NULL;GENUS;DOUBTFUL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;PRESUMED_NEGATED_LONGITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;VERDADEIRO;2308740;2308740;1;42;255;472;3567;2308740;NULL;NULL;Pontoscolex;Pontoscolex Corethrurus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686409;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 000595;MPEG.ANL 000595;"Braga, Cesar; Ferreira, Viviane";PRESENT;Líquido - 2;39753;2008;11;NULL;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;NULL;NULL;NULL;Heteromastus Eisig, 1887;Animalia;Annelida;Polychaeta;NULL;Capitellidae;Heteromastus;Heteromastus;NULL;NULL;GENUS;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";FALSO;FALSO;7236626;7236626;1;42;256;NULL;5752;7236626;NULL;NULL;Heteromastus Eisig, 1887;Heteromastus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686408;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001568;MPEG.ANL 001568;"Hernández, Luis; Rousseau, Guillaume; Sousa, Sandriel";PRESENT;Etanol - 1;42840;2017;4;15;NULL;Maranhão, Rosário;SOUTH_AMERICA;BR;Maranhão;Rosário;Rosário;-2853972;-44153167;NULL;Pontoscolex corethrurus (Muller, 1856);Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;NULL;SPECIES;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;FALSO;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;EML;45176,26326;44933,35076;FALSO;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.159_2;Rosário;NE
2365686407;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 000622;MPEG.ANL 000622;"Braga, Cesar; Ferreira, Viviane";PRESENT;Líquido - 2;39753;2008;11;NULL;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;NULL;NULL;NULL;Laeonereis culveri (Webster, 1879);Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;NULL;SPECIES;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";FALSO;FALSO;2316376;2316376;1;42;256;1079;6972;2316367;2316376;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NE
2365686406;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001090;MPEG.ANL 001090;"Beckman, Ruana; Pena, José; Souza, Raíssa";PRESENT;Etanol - 1;42977;2017;8;30;NULL;Pará, Belém;NULL;BR;Pará;Belém;Mocambo;1440694;-4841125;NULL;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;NULL;NULL;GENUS;DOUBTFUL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;PRESUMED_NEGATED_LONGITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;VERDADEIRO;2308740;2308740;1;42;255;472;3567;2308740;NULL;NULL;Pontoscolex;Pontoscolex Corethrurus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686405;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001083;MPEG.ANL 001083;"Beckman, Ruana; Pena, José; Souza, Raíssa";PRESENT;Etanol - 3;42977;2017;8;30;NULL;Pará, Belém;NULL;BR;Pará;Belém;Mocambo;1440694;-4841125;NULL;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;NULL;NULL;GENUS;DOUBTFUL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;PRESUMED_NEGATED_LONGITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;VERDADEIRO;2308740;2308740;1;42;255;472;3567;2308740;NULL;NULL;Pontoscolex;Pontoscolex Corethrurus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686403;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001137;MPEG.ANL 001137;Muniz, Mairink;PRESENT;EtOH - 1;42618;2016;9;5;Amazôna Azul;Pará;NULL;BR;Pará;NULL;Plataforma Continental do Amazonas;37817;-49840417;NULL;incertae sedis;incertae sedis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;KINGDOM;NULL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;TAXON_MATCH_NONE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;FALSO;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686397;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001045;MPEG.ANL 001045;"Beckman, Ruana; Pena, José; Souza, Raíssa";PRESENT;Etanol - 3;42977;2017;8;30;NULL;Pará, Belém;NULL;BR;Pará;Belém;Mocambo;1440694;-4841125;NULL;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;NULL;NULL;GENUS;DOUBTFUL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;PRESUMED_NEGATED_LONGITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;VERDADEIRO;2308740;2308740;1;42;255;472;3567;2308740;NULL;NULL;Pontoscolex;Pontoscolex Corethrurus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686396;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001001;MPEG.ANL 001001;"Beckman, Ruana; Pena, José; Souza, Raíssa";PRESENT;Etanol - 37;42977;2017;8;30;NULL;Pará, Belém;NULL;BR;Pará;Belém;Mocambo;1440694;-4841125;NULL;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;NULL;NULL;GENUS;DOUBTFUL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;PRESUMED_NEGATED_LONGITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;VERDADEIRO;2308740;2308740;1;42;255;472;3567;2308740;NULL;NULL;Pontoscolex;Pontoscolex Corethrurus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686394;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001595;MPEG.ANL 001595;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";PRESENT;Etanol - 1;43327;2018;8;15;NULL;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4587222;-44208611;NULL;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;NULL;NULL;Liodrilus;Liodrilus;mendesi;NULL;SPECIES;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;FALSO;9512479;9512479;1;42;255;NULL;NULL;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;EML;45176,26326;44933,35076;FALSO;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
2365686393;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001056;MPEG.ANL 001056;"Beckman, Ruana; Pena, José; Souza, Raíssa";PRESENT;Etanol - 1;42977;2017;8;30;NULL;Pará, Belém;NULL;BR;Pará;Belém;Mocambo;1440694;-4841125;NULL;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;NULL;NULL;GENUS;DOUBTFUL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;PRESUMED_NEGATED_LONGITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;VERDADEIRO;2308740;2308740;1;42;255;472;3567;2308740;NULL;NULL;Pontoscolex;Pontoscolex Corethrurus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686392;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 000619;MPEG.ANL 000619;"Braga, Cesar; Ferreira, Viviane";PRESENT;Líquido - 3;39753;2008;11;NULL;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;NULL;NULL;NULL;Neanthes Kinberg, 1865;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Neanthes;Neanthes;NULL;NULL;GENUS;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";FALSO;FALSO;2316247;2316247;1;42;256;1079;6972;2316247;NULL;NULL;Neanthes Kinberg, 1865;Neanthes;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686391;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001629;MPEG.ANL 001629;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";PRESENT;Etanol - 1;43508;2019;2;12;NULL;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4558333;-43470833;PARATYPE;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;NULL;SPECIES;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;FALSO;11003839;11003839;1;42;255;5958860;9272891;10944581;11003839;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;EML;45176,26326;44933,35076;FALSO;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.5_2;Aldeias Altas;NE
2365686390;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001593;MPEG.ANL 001593;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";PRESENT;Etanol - 1;43327;2018;8;15;NULL;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4587222;-44208611;NULL;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;NULL;NULL;Liodrilus;Liodrilus;mendesi;NULL;SPECIES;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;FALSO;9512479;9512479;1;42;255;NULL;NULL;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;EML;45176,26326;44933,35076;FALSO;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
2365686389;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001569;MPEG.ANL 001569;"Hernández, Luis; Rousseau, Guillaume; Sousa, Sandriel";PRESENT;Etanol - 1;42840;2017;4;15;NULL;Maranhão, Rosário;SOUTH_AMERICA;BR;Maranhão;Rosário;Rosário;-2853972;-44153167;NULL;Pontoscolex corethrurus (Muller, 1856);Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;NULL;SPECIES;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;FALSO;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;EML;45176,26326;44933,35076;FALSO;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.159_2;Rosário;NE
2365686388;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001009;MPEG.ANL 001009;"Beckman, Ruana; Pena, José; Souza, Raíssa";PRESENT;Etanol - 3;42977;2017;8;30;NULL;Pará, Belém;NULL;BR;Pará;Belém;Mocambo;1440694;-4841125;NULL;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;NULL;NULL;GENUS;DOUBTFUL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;PRESUMED_NEGATED_LONGITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;VERDADEIRO;2308740;2308740;1;42;255;472;3567;2308740;NULL;NULL;Pontoscolex;Pontoscolex Corethrurus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686387;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001609;MPEG.ANL 001609;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";PRESENT;Etanol - 1;43327;2018;8;15;NULL;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4587222;-44208611;NULL;Hyperiodrilus africanus Beddard, 1891;Animalia;Annelida;Clitellata;Crassiclitellata;Eudrilidae;Hyperiodrilus;Hyperiodrilus;africanus;NULL;SPECIES;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;FALSO;9546247;9546247;1;42;255;5958860;4288888;4813844;9546247;Hyperiodrilus africanus;Hyperiodrilus africanus Beddard, 1891;Hyperiodrilus africanus;EML;45176,26326;44933,35076;FALSO;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
2365686386;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 000724;MPEG.ANL 000724;"Braga, Cesar; Ferreira, Viviane";PRESENT;Líquido - 1;39753;2008;11;NULL;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;NULL;NULL;NULL;Sigambra grubii Müller, 1858;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;NULL;SPECIES;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";FALSO;FALSO;2316674;2316674;1;42;256;1079;7077;2316659;2316674;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NE
2365686385;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 001034;MPEG.ANL 001034;"Beckman, Ruana; Pena, José; Souza, Raíssa";PRESENT;Etanol - 1;42977;2017;8;30;NULL;Pará, Belém;NULL;BR;Pará;Belém;Mocambo;1440694;-4841125;NULL;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;NULL;NULL;GENUS;DOUBTFUL;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH;PRESUMED_NEGATED_LONGITUDE;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";VERDADEIRO;VERDADEIRO;2308740;2308740;1;42;255;472;3567;2308740;NULL;NULL;Pontoscolex;Pontoscolex Corethrurus;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2365686384;Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);MPEG;ANL;PRESERVED_SPECIMEN;MPEG.ANL 000603;MPEG.ANL 000603;"Braga, Cesar; Ferreira, Viviane";PRESENT;Líquido - 2;39753;2008;11;NULL;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;NULL;NULL;NULL;Capitella Blainville, 1828;Animalia;Annelida;Polychaeta;NULL;Capitellidae;Capitella;Capitella;NULL;NULL;GENUS;ACCEPTED;9c48ee0b-404a-4c84-9af0-946eef39ddca;BR;45176,26326;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY";FALSO;FALSO;2318007;2318007;1;42;256;NULL;5752;2318007;NULL;NULL;Capitella Blainville, 1828;Capitella;EML;45176,26326;44933,35076;FALSO;NULL;NULL;NULL;NULL;NULL;NULL;NULL
