iucnRedListCategory
""
NE
NE
""
""
""
NE
NE
""
""
""
""
""
NE
""
""
NE
NE
NE
""
NE
NE
""
""
""
""
NE
""
""
""
NE
NE
""
""
""
NE
""
""
NE
NE
""
NE
NE
NE
""
NE
""
""
""
""
NE
NE
NE
NE
""
""
""
""
""
NE
""
""
NE
""
NE
""
NE
""
""
""
""
NE
NE
NE
NE
NE
NE
NE
NE
NE
""
""
""
""
""
""
""
NE
NE
""
NE
NE
""
NE
NE
""
NE
""
""
""
""
""
""
""
NE
""
""
NE
NE
NE
""
""
""
NE
NE
NE
NE
""
""
""
""
""
""
""
""
""
""
""
""
""
NE
""
""
""
""
""
NE
NE
""
""
""
""
""
""
NE
""
NE
""
""
""
NE
NE
""
NE
NE
""
NE
NE
""
""
""
NE
""
""
""
NE
""
""
""
NE
NE
""
""
""
NE
NE
""
""
""
NE
NE
""
NE
NE
""
""
NE
NE
""
""
""
""
""
""
NE
""
""
NE
NE
NE
NE
NE
""
NE
""
NE
NE
""
NE
NE
NE
""
""
NE
""
""
""
NE
""
NE
NE
NE
""
""
NE
NE
NE
""
""
NE
NE
NE
NE
NE
""
""
NE
""
""
NE
""
""
""
NE
""
""
""
""
NE
""
""
""
NE
NE
""
NE
""
""
""
""
""
NE
NE
NE
NE
NE
""
NE
""
NE
NE
""
NE
""
""
NE
""
NE
NE
""
""
""
NE
""
""
NE
""
NE
NE
""
""
NE
""
NE
""
NE
""
NE
""
""
""
""
""
NE
NE
""
""
""
""
""
NE
""
""
""
""
NE
NE
NE
""
""
NE
NE
""
NE
NE
""
NE
NE
""
""
""
NE
NE
""
""
""
""
""
""
""
""
""
""
NE
""
""
""
""
""
""
""
""
""
""
NE
""
""
""
""
""
""
""
""
""
NE
""
""
""
""
""
""
""
NE
NE
""
""
""
""
NE
""
""
""
""
""
NE
""
NE
""
""
""
NE
NE
NE
NE
NE
NE
""
""
""
""
NE
""
NE
""
""
""
NE
""
NE
""
NE
NE
NE
""
NE
NE
NE
NE
""
""
""
""
NE
""
NE
NE
NE
""
NE
""
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
""
""
NE
NE
""
NE
""
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
""
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
""
NE
NE
NE
""
NE
NE
""
NE
NE
""
""
""
""
""
""
NE
""
""
""
NE
NE
""
""
""
NE
""
""
""
""
""
NE
NE
NE
""
""
""
NE
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
NE
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
NE
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
NE
""
""
""
""
""
NE
NE
""
""
""
NE
""
NE
""
""
""
NE
NE
""
NE
NE
""
""
NE
""
""
""
""
""
""
NE
""
NE
""
""
""
""
""
""
""
""
NE
""
""
""
""
""
""
""
NE
""
""
""
""
NE
NE
""
""
""
""
""
NE
""
""
""
""
""
""
""
""
""
""
""
""
""
""
NE
""
NE
NE
""
NE
""
""
""
NE
""
NE
NE
""
""
""
""
""
""
""
""
NE
NE
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
NE
""
""
""
NE
""
NE
""
""
""
""
""
NE
NE
NE
NE
""
NE
NE
""
""
""
""
""
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
NE
