eventDate
42977.0
43327.0
43508.0
42977.0
42977.0
39753.0
42840.0
39753.0
42977.0
42977.0
42618.0
42977.0
42977.0
43327.0
42977.0
39753.0
43508.0
43327.0
42840.0
42977.0
43327.0
39753.0
42977.0
39753.0
39753.0
42977.0
42840.0
42977.0
42977.0
42977.0
39753.0
39753.0
42977.0
42344.0
42977.0
43508.0
42977.0
42977.0
42890.0
40739.0
42977.0
43327.0
38353.0
39753.0
42977.0
38353.0
42977.0
42977.0
42977.0
42977.0
43327.0
43508.0
43508.0
43327.0
42977.0
42977.0
39753.0
39753.0
42977.0
43508.0
42977.0
42977.0
42840.0
42977.0
39753.0
39904.0
39753.0
42977.0
39753.0
42546.0
42977.0
38353.0
42840.0
42840.0
39753.0
43508.0
42840.0
43508.0
43508.0
43508.0
42977.0
42977.0
42977.0
42977.0
42977.0
42977.0
39753.0
43508.0
43508.0
39753.0
43508.0
42840.0
42977.0
39753.0
43508.0
42977.0
39753.0
39753.0
42977.0
42977.0
42977.0
42977.0
42977.0
42977.0
43508.0
39753.0
39753.0
43508.0
43508.0
39753.0
42977.0
39753.0
39753.0
43132.0
40739.0
43508.0
40918.0
39753.0
42840.0
42977.0
42977.0
42977.0
42977.0
42977.0
42977.0
39753.0
42977.0
39904.0
42618.0
42977.0
43508.0
42977.0
42977.0
42977.0
42977.0
39753.0
38353.0
42840.0
39753.0
42977.0
42977.0
42977.0
42977.0
42977.0
43508.0
42977.0
42840.0
42977.0
42977.0
42977.0
42840.0
39753.0
42977.0
43327.0
43327.0
39753.0
43508.0
39753.0
39753.0
42977.0
42840.0
43508.0
42977.0
42977.0
42977.0
42840.0
39753.0
42977.0
39753.0
43508.0
39753.0
42977.0
42977.0
42788.0
43327.0
39753.0
42977.0
42977.0
43274.0
43508.0
43508.0
42977.0
43508.0
43327.0
39753.0
42977.0
39753.0
""
37712.0
42977.0
42977.0
42977.0
42977.0
42977.0
43327.0
42977.0
42977.0
40918.0
39753.0
39753.0
43508.0
42840.0
42977.0
43508.0
39753.0
42840.0
39753.0
42977.0
43508.0
42840.0
39753.0
42977.0
37712.0
39753.0
42977.0
42977.0
42977.0
42840.0
42977.0
42840.0
43508.0
43327.0
42977.0
39753.0
39753.0
42840.0
43327.0
42977.0
39753.0
42840.0
43508.0
42840.0
42840.0
38353.0
39387.0
42840.0
42840.0
39753.0
42977.0
39753.0
42977.0
42977.0
42977.0
38353.0
42977.0
42977.0
39753.0
42977.0
42890.0
42977.0
39753.0
42977.0
43508.0
43508.0
42977.0
43327.0
39753.0
39753.0
42977.0
42977.0
42977.0
39753.0
39753.0
42890.0
39753.0
43508.0
42977.0
39753.0
42977.0
42890.0
42840.0
39904.0
43327.0
42977.0
42977.0
39753.0
42977.0
43508.0
39753.0
42977.0
42977.0
42977.0
39753.0
42977.0
42977.0
43508.0
39753.0
40739.0
39753.0
42977.0
42977.0
39753.0
42977.0
42840.0
39753.0
39753.0
42840.0
43508.0
39904.0
42977.0
42977.0
42617.0
42977.0
43508.0
43327.0
42977.0
42977.0
42977.0
39753.0
42977.0
42840.0
42789.0
42977.0
42840.0
39753.0
43327.0
42840.0
43327.0
39753.0
39753.0
42840.0
43508.0
42977.0
43508.0
42840.0
42977.0
42840.0
42840.0
42977.0
42977.0
42840.0
42840.0
42840.0
43108.0
43117.0
43109.0
43109.0
20455.0
43116.0
43111.0
43118.0
43117.0
43119.0
""
42975.0
42972.0
43116.0
43109.0
43119.0
42977.0
36879.0
43114.0
43107.0
43111.0
43117.0
43115.0
42982.0
43114.0
43115.0
42975.0
42979.0
42971.0
42971.0
43118.0
43124.0
43111.0
42976.0
42977.0
42982.0
42968.0
42984.0
43111.0
42968.0
42988.0
42981.0
42924.0
42976.0
42976.0
43092.0
42982.0
42970.0
43109.0
43109.0
42972.0
43126.0
42981.0
42977.0
42970.0
42981.0
42968.0
42992.0
43011.0
43091.0
43123.0
43126.0
42976.0
42971.0
42983.0
43121.0
43108.0
43088.0
42983.0
43124.0
42977.0
42971.0
42984.0
43089.0
43118.0
43122.0
43109.0
42992.0
43124.0
43124.0
42982.0
43151.0
43126.0
43011.0
43060.0
43118.0
43109.0
42970.0
42981.0
42976.0
42983.0
43151.0
43124.0
43123.0
43111.0
43060.0
43118.0
43122.0
42976.0
42968.0
42978.0
43153.0
43122.0
43011.0
43092.0
43123.0
43151.0
42979.0
43122.0
42976.0
43123.0
42969.0
42981.0
43122.0
42968.0
